Country,Lat,Long,Date,Confirmed_cases,Dead,Recovered,Daily_case
Cote d'Ivoire,7.54,-5.5471,2020-01-28,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-01-29,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-01-30,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-01-31,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-01,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-02,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-03,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-04,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-05,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-06,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-07,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-08,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-09,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-10,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-11,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-12,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-13,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-14,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-15,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-16,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-17,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-18,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-19,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-20,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-21,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-22,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-23,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-24,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-25,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-26,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-27,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-28,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-02-29,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-01,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-02,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-03,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-04,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-05,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-06,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-07,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-08,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-09,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-10,0,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-11,1,0,0,1
Cote d'Ivoire,7.54,-5.5471,2020-03-12,1,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-13,1,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-14,1,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-15,1,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-16,1,0,0,0
Cote d'Ivoire,7.54,-5.5471,2020-03-17,5,0,1,4
Cote d'Ivoire,7.54,-5.5471,2020-03-18,6,0,1,1
Cote d'Ivoire,7.54,-5.5471,2020-03-19,9,0,1,3
Cote d'Ivoire,7.54,-5.5471,2020-03-20,9,0,1,0
Cote d'Ivoire,7.54,-5.5471,2020-03-21,14,0,1,5
Cote d'Ivoire,7.54,-5.5471,2020-03-22,14,0,1,0
Cote d'Ivoire,7.54,-5.5471,2020-03-23,25,0,1,11
Cote d'Ivoire,7.54,-5.5471,2020-03-24,73,0,2,48
Cote d'Ivoire,7.54,-5.5471,2020-03-25,80,0,3,7
Cote d'Ivoire,7.54,-5.5471,2020-03-26,96,0,3,16
Cote d'Ivoire,7.54,-5.5471,2020-03-27,101,0,3,5
Cote d'Ivoire,7.54,-5.5471,2020-03-28,101,0,3,0
Cote d'Ivoire,7.54,-5.5471,2020-03-29,165,1,4,64
Cote d'Ivoire,7.54,-5.5471,2020-03-30,168,1,6,3
Cote d'Ivoire,7.54,-5.5471,2020-03-31,179,1,7,11
Cote d'Ivoire,7.54,-5.5471,2020-04-01,190,1,9,11
Cote d'Ivoire,7.54,-5.5471,2020-04-02,194,1,15,4
Cabo Verde,16.5388,-23.0418,2020-01-22,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-01-23,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-01-24,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-01-25,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-01-26,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-01-27,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-01-28,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-01-29,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-01-30,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-01-31,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-01,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-02,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-03,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-04,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-05,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-06,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-07,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-08,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-09,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-10,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-11,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-12,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-13,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-14,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-15,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-16,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-17,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-18,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-19,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-20,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-21,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-22,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-23,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-24,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-25,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-26,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-27,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-28,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-02-29,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-01,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-02,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-03,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-04,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-05,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-06,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-07,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-08,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-09,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-10,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-11,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-12,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-13,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-14,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-15,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-16,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-17,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-18,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-19,0,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-20,1,0,0,1
Cabo Verde,16.5388,-23.0418,2020-03-21,3,0,0,2
Cabo Verde,16.5388,-23.0418,2020-03-22,3,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-23,3,0,0,0
Cabo Verde,16.5388,-23.0418,2020-03-24,3,1,0,0
Cabo Verde,16.5388,-23.0418,2020-03-25,4,1,0,1
Cabo Verde,16.5388,-23.0418,2020-03-26,4,1,0,0
Cabo Verde,16.5388,-23.0418,2020-03-27,5,1,0,1
Cabo Verde,16.5388,-23.0418,2020-03-28,5,1,0,0
Cabo Verde,16.5388,-23.0418,2020-03-29,6,1,0,1
Cabo Verde,16.5388,-23.0418,2020-03-30,6,1,0,0
Cabo Verde,16.5388,-23.0418,2020-03-31,6,1,0,0
Cabo Verde,16.5388,-23.0418,2020-04-01,6,1,0,0
Cabo Verde,16.5388,-23.0418,2020-04-02,6,1,0,0
Ghana,7.9465,-1.0232,2020-01-22,0,0,0,0
Ghana,7.9465,-1.0232,2020-01-23,0,0,0,0
Ghana,7.9465,-1.0232,2020-01-24,0,0,0,0
Ghana,7.9465,-1.0232,2020-01-25,0,0,0,0
Ghana,7.9465,-1.0232,2020-01-26,0,0,0,0
Ghana,7.9465,-1.0232,2020-01-27,0,0,0,0
Ghana,7.9465,-1.0232,2020-01-28,0,0,0,0
Ghana,7.9465,-1.0232,2020-01-29,0,0,0,0
Ghana,7.9465,-1.0232,2020-01-30,0,0,0,0
Ghana,7.9465,-1.0232,2020-01-31,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-01,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-02,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-03,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-04,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-05,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-06,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-07,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-08,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-09,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-10,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-11,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-12,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-13,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-14,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-15,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-16,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-17,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-18,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-19,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-20,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-21,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-22,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-23,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-24,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-25,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-26,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-27,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-28,0,0,0,0
Ghana,7.9465,-1.0232,2020-02-29,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-01,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-02,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-03,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-04,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-05,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-06,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-07,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-08,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-09,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-10,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-11,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-12,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-13,0,0,0,0
Ghana,7.9465,-1.0232,2020-03-14,3,0,0,3
Ghana,7.9465,-1.0232,2020-03-15,6,0,0,3
Ghana,7.9465,-1.0232,2020-03-16,6,0,0,0
Ghana,7.9465,-1.0232,2020-03-17,7,0,0,1
Ghana,7.9465,-1.0232,2020-03-18,7,0,0,0
Ghana,7.9465,-1.0232,2020-03-19,11,0,0,4
Ghana,7.9465,-1.0232,2020-03-20,16,0,0,5
Ghana,7.9465,-1.0232,2020-03-21,19,1,0,3
Ghana,7.9465,-1.0232,2020-03-22,23,1,0,4
Ghana,7.9465,-1.0232,2020-03-23,27,2,0,4
Ghana,7.9465,-1.0232,2020-03-24,53,2,0,26
Ghana,7.9465,-1.0232,2020-03-25,93,4,0,40
Ghana,7.9465,-1.0232,2020-03-26,132,4,1,39
Ghana,7.9465,-1.0232,2020-03-27,137,4,2,5
Ghana,7.9465,-1.0232,2020-03-28,141,5,2,4
Ghana,7.9465,-1.0232,2020-03-29,152,5,2,11
Ghana,7.9465,-1.0232,2020-03-30,152,5,2,0
Ghana,7.9465,-1.0232,2020-03-31,161,5,31,9
Ghana,7.9465,-1.0232,2020-04-01,195,5,31,34
Ghana,7.9465,-1.0232,2020-04-02,204,5,31,9
Gambia,13.4432,-15.3101,2020-01-22,0,0,0,0
Gambia,13.4432,-15.3101,2020-01-23,0,0,0,0
Gambia,13.4432,-15.3101,2020-01-24,0,0,0,0
Gambia,13.4432,-15.3101,2020-01-25,0,0,0,0
Gambia,13.4432,-15.3101,2020-01-26,0,0,0,0
Gambia,13.4432,-15.3101,2020-01-27,0,0,0,0
Gambia,13.4432,-15.3101,2020-01-28,0,0,0,0
Gambia,13.4432,-15.3101,2020-01-29,0,0,0,0
Gambia,13.4432,-15.3101,2020-01-30,0,0,0,0
Gambia,13.4432,-15.3101,2020-01-31,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-01,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-02,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-03,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-04,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-05,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-06,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-07,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-08,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-09,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-10,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-11,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-12,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-13,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-14,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-15,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-16,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-17,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-18,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-19,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-20,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-21,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-22,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-23,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-24,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-25,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-26,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-27,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-28,0,0,0,0
Gambia,13.4432,-15.3101,2020-02-29,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-01,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-02,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-03,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-04,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-05,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-06,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-07,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-08,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-09,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-10,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-11,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-12,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-13,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-14,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-15,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-16,0,0,0,0
Gambia,13.4432,-15.3101,2020-03-17,1,0,0,1
Gambia,13.4432,-15.3101,2020-03-18,1,0,0,0
Gambia,13.4432,-15.3101,2020-03-19,1,0,0,0
Gambia,13.4432,-15.3101,2020-03-20,1,0,0,0
Gambia,13.4432,-15.3101,2020-03-21,1,0,0,0
Gambia,13.4432,-15.3101,2020-03-22,1,0,0,0
Gambia,13.4432,-15.3101,2020-03-23,2,1,0,1
Gambia,13.4432,-15.3101,2020-03-24,3,1,0,1
Gambia,13.4432,-15.3101,2020-03-25,3,1,0,0
Gambia,13.4432,-15.3101,2020-03-26,3,1,0,0
Gambia,13.4432,-15.3101,2020-03-27,3,1,0,0
Gambia,13.4432,-15.3101,2020-03-28,3,1,0,0
Gambia,13.4432,-15.3101,2020-03-29,4,1,0,1
